Hugo_Symbol	Entrez_Gene_Id	Center	Tumor_Sample_Barcode	Fusion	DNA_support	RNA_support	Method	Frame	Comments
EPHA2	0	MSKCC-DMP	P-0013526-T01-IM5	EPHA2-SPEN fusion	yes	unknown		unknown	SPEN (NM_015001) Rearrangement : c.6934:SPEN_c.153+110:EPHA2 Note: The SPEN Rearrangement results in the duplication of exons 11-15. One of the breakpoints is within exon 11. Its functional significance is undetermined.
KDM6A	0	MSKCC-DMP	P-0013962-T01-IM5	KDM6A-intragenic	yes	unknown		out of frame	KDM6A (NM_021140)  Rearrangement : c.654+6760_c.2938+22dup Note: The KDM6A Rearrangement results in the intragenic duplication of exons 9-19 of KDM6A. Its functional significance is undetermined.
KIF5B	0	MSKCC-DMP	P-0013825-T01-IM5	RET-KIF5B fusion	yes	unknown		unknown	KIF5B (NM_004521) - RET (NM_020975) fusion (KIF5B exons 1-16 fused to RET exons 12-20): c.1782:KIF5B_c.2137-512:RETinv Note: The KIF5B - RET fusion involves the kinase domain of RET.
RET	0	MSKCC-DMP	P-0013825-T01-IM5	RET-KIF5B fusion	yes	unknown		unknown	KIF5B (NM_004521) - RET (NM_020975) fusion (KIF5B exons 1-16 fused to RET exons 12-20): c.1782:KIF5B_c.2137-512:RETinv Note: The KIF5B - RET fusion involves the kinase domain of RET.
ERG	0	MSKCC-DMP	P-0012321-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) -ERG (NM_004449) Fusion (TMPRSS2 exons 1-2 fused with ERG exons 4-11) : c.127-1622:TMPRSS2_c.40-58417:ERGdel Note: The TMPRSS2-ERG fusion is an in-frame fusion.
TMPRSS2	0	MSKCC-DMP	P-0012321-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) -ERG (NM_004449) Fusion (TMPRSS2 exons 1-2 fused with ERG exons 4-11) : c.127-1622:TMPRSS2_c.40-58417:ERGdel Note: The TMPRSS2-ERG fusion is an in-frame fusion.
ALK	0	MSKCC-DMP	P-0012679-T01-IM5	EML4-ALK fusion	yes	unknown		in frame	EML4 (NM_019063) - ALK (NM_004304) fusion (EML4 exons 1-12 with ALK exons 20-29): c.1489+2812:EML4_c.3172+861:ALKinv Note: The EML4 - ALK fusion is predicted to be in frame and includes the kinase domain of ALK
EML4	0	MSKCC-DMP	P-0012679-T01-IM5	EML4-ALK fusion	yes	unknown		in frame	EML4 (NM_019063) - ALK (NM_004304) fusion (EML4 exons 1-12 with ALK exons 20-29): c.1489+2812:EML4_c.3172+861:ALKinv Note: The EML4 - ALK fusion is predicted to be in frame and includes the kinase domain of ALK
ATP1B2	0	MSKCC-DMP	P-0012773-T01-IM5	TP53-ATP1B2 fusion	yes	unknown		unknown	TP53 (NM_000546) rearrangment: chr17:g.7552584_c.455:TP53del Note: The TP53 rearrangement in a deletion of exons 5-11. One of the breakpoints is within exon 5.
TP53	0	MSKCC-DMP	P-0012773-T01-IM5	TP53-ATP1B2 fusion	yes	unknown		unknown	TP53 (NM_000546) rearrangment: chr17:g.7552584_c.455:TP53del Note: The TP53 rearrangement in a deletion of exons 5-11. One of the breakpoints is within exon 5.
RARA	0	MSKCC-DMP	P-0011365-T01-IM5	COPZ2-RARA fusion	yes	unknown		unknown	RARA (NM_000964) - COPZ2 (NM_016429) rearrangement : c.1284:RARA_c.543-37:COPZ2del Note: The RARA rearrangement event  results in the deletion of RARA exon9. One of the breakpoints is within RARA exon9.
COPZ2	0	MSKCC-DMP	P-0011365-T01-IM5	COPZ2-RARA fusion	yes	unknown		unknown	RARA (NM_000964) - COPZ2 (NM_016429) rearrangement : c.1284:RARA_c.543-37:COPZ2del Note: The RARA rearrangement event  results in the deletion of RARA exon9. One of the breakpoints is within RARA exon9.
EP300	0	MSKCC-DMP	P-0014591-T01-IM6	ETV1-EP300 fusion	yes	unknown		in frame	ETV1 (NM_001163147)_EP300 (NM_001429)  rearrangement: t(7;22)(p21.2;q13.2)(chr7:g.14022908::chr22:g.41562739) Note: The EP300 (NM_001429) _ETV1 (NM_001163147)   rearrangement is a translocation that results in the in-frame fusion of exons 1-22 of EP300 with ETV1 exons 2 -12. The functional significance is undetermined.
ETV1	0	MSKCC-DMP	P-0014591-T01-IM6	ETV1-EP300 fusion	yes	unknown		in frame	ETV1 (NM_001163147)_EP300 (NM_001429)  rearrangement: t(7;22)(p21.2;q13.2)(chr7:g.14022908::chr22:g.41562739) Note: The EP300 (NM_001429) _ETV1 (NM_001163147)   rearrangement is a translocation that results in the in-frame fusion of exons 1-22 of EP300 with ETV1 exons 2 -12. The functional significance is undetermined.
ERG	0	MSKCC-DMP	P-0012328-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) -ERG (NM_182918) Fusion (TMPRSS2 exon 1 fused with ERG exons 2-10) : c.55+2792:TMPRSS2_c.19-6300:ERGdel
TMPRSS2	0	MSKCC-DMP	P-0012328-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) -ERG (NM_182918) Fusion (TMPRSS2 exon 1 fused with ERG exons 2-10) : c.55+2792:TMPRSS2_c.19-6300:ERGdel
PDGFRA	0	MSKCC-DMP	P-0012919-T01-IM5	PDGFRA-intragenic	yes	unknown		unknown	PDGFRA (NM_006206) rearrangement: c.-12-8153_c.2562+25dup Note: The PDGFRA rearrangement is a duplication of exons 2-18. The functional significance is undetermined.
KDR	0	MSKCC-DMP	P-0012919-T01-IM5	RAP1GDS1-KDR fusion	yes	unknown		unknown	KDR (NM_002253) rearrangement: chr4:g.99136655_c.2510-15del Note: The KDR rearrangement is a deletion which includes exons 1-17 of KDR. The functional significance is undetermined.
RAP1GDS1	0	MSKCC-DMP	P-0012919-T01-IM5	RAP1GDS1-KDR fusion	yes	unknown		unknown	KDR (NM_002253) rearrangement: chr4:g.99136655_c.2510-15del Note: The KDR rearrangement is a deletion which includes exons 1-17 of KDR. The functional significance is undetermined.
PBRM1	0	MSKCC-DMP	P-0010098-T02-IM5	PBRM1-intragenic	yes	unknown		unknown	PBRM1 (NM_018313) rearrangement: c.1088-275_c.2960dup Note: The PBRM1 rearrangement is a duplication of exons 12-19. One of the breakpoints is within exon 19. The functional significance is undetermined.
LALBA	0	MSKCC-DMP	P-0014158-T01-IM5	MLL2-LALBA fusion	yes	unknown		unknown	MLL2 (NM_003482) rearrangement:chr12:g.48956575_c.15959:MLL2del Note: The MLL2 (NM_003482) rearrangement results in the deletion of MLL2 exons 50-54. One of the breakpoints is within MLL2 exon 50.  The functional significance is undetermined.
MLL2	0	MSKCC-DMP	P-0014158-T01-IM5	MLL2-LALBA fusion	yes	unknown		unknown	MLL2 (NM_003482) rearrangement:chr12:g.48956575_c.15959:MLL2del Note: The MLL2 (NM_003482) rearrangement results in the deletion of MLL2 exons 50-54. One of the breakpoints is within MLL2 exon 50.  The functional significance is undetermined.
ERG	0	MSKCC-DMP	P-0011534-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) Fusion (TMPRSS2 exon 1 fused to ERG exon 4-11):  c.55+1941:TMPRSS2_c.39+64333:ERGdel
TMPRSS2	0	MSKCC-DMP	P-0011534-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) Fusion (TMPRSS2 exon 1 fused to ERG exon 4-11):  c.55+1941:TMPRSS2_c.39+64333:ERGdel
MGA	0	MSKCC-DMP	P-0011377-T01-IM5	MGA-intragenic	yes	unknown		in frame	MGA (NM_001164273) rearrangement: c.3085-167_c.7009-102del Note: The MGA rearrangement is an intragenic deletion of exons 9-17.
ERG	0	MSKCC-DMP	P-0011377-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) - ERG (NM_182918) fusion (TMPRSS2 exons 1-2 fused in frame with ERG exons 4-10): c.127-1163:TMPRSS2_c.19-14268:ERGdel
TMPRSS2	0	MSKCC-DMP	P-0011377-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) - ERG (NM_182918) fusion (TMPRSS2 exons 1-2 fused in frame with ERG exons 4-10): c.127-1163:TMPRSS2_c.19-14268:ERGdel
BRAF	0	MSKCC-DMP	P-0010398-T01-IM5	OSBPL9-BRAF fusion	yes	unknown		in frame	OSBPL9 (NM_148909) - BRAF (NM_004333) Rearrangement : t(1;7)(p32.3;q34)(chr1:g.52228623::chr7:g.140484912) Note: The OSBPL9 - BRAF Rearrangement is a translocation event that results in the fusion of exons 1-11 of  OSBPL9 with exons 10-18 of BRAF. The rearrangement includes the kinase domain of BRAF.
OSBPL9	0	MSKCC-DMP	P-0010398-T01-IM5	OSBPL9-BRAF fusion	yes	unknown		in frame	OSBPL9 (NM_148909) - BRAF (NM_004333) Rearrangement : t(1;7)(p32.3;q34)(chr1:g.52228623::chr7:g.140484912) Note: The OSBPL9 - BRAF Rearrangement is a translocation event that results in the fusion of exons 1-11 of  OSBPL9 with exons 10-18 of BRAF. The rearrangement includes the kinase domain of BRAF.
SMARCA4	0	MSKCC-DMP	P-0014860-T01-IM6	TRAM1L1-SMARCA4 fusion	yes	unknown		unknown	SMARCA4 (NM_003072) rearrangement: t(4;19)(q26;p13.2)(chr4:g.118193638::chr19:g.11121062) Note: The SMARCA4 rearrangement is a translocation with a breakpoint within exon 15. The functional significance is undetermined.
TRAM1L1	0	MSKCC-DMP	P-0014860-T01-IM6	TRAM1L1-SMARCA4 fusion	yes	unknown		unknown	SMARCA4 (NM_003072) rearrangement: t(4;19)(q26;p13.2)(chr4:g.118193638::chr19:g.11121062) Note: The SMARCA4 rearrangement is a translocation with a breakpoint within exon 15. The functional significance is undetermined.
C9orf106	0	MSKCC-DMP	P-0013344-T01-IM5	SPEN-C9orf106 fusion	yes	unknown		unknown	SPEN (NM_015001) rearrangement: t(1;9)(1p36.13;9q34.13)(chr1:g.16235959::chr9:g.132142700) Note: The SPEN rearrangement is a translocation event which results in the possible truncation of SPEN. One of the breakpoints is within exon 4 of SPEN. Its functional significance is undetermined.
SPEN	0	MSKCC-DMP	P-0013344-T01-IM5	SPEN-C9orf106 fusion	yes	unknown		unknown	SPEN (NM_015001) rearrangement: t(1;9)(1p36.13;9q34.13)(chr1:g.16235959::chr9:g.132142700) Note: The SPEN rearrangement is a translocation event which results in the possible truncation of SPEN. One of the breakpoints is within exon 4 of SPEN. Its functional significance is undetermined.
KDM5A	0	MSKCC-DMP	P-0012416-T01-IM5	KDM5A-intragenic	yes	unknown		unknown	KDM5A (NM_001042603) rearrangement: c.3037-275_c.3972del Note: The KDM5A rearrangement is an intragenic deletion of exons 21-24. One of breakpoints is within exon 24.
ZNF398	0	MSKCC-DMP	P-0014486-T01-IM6	MLL3-ZNF398 fusion	yes	unknown		unknown	MLL3 (NM_170606) rearrangement: chr7:g.148881016_c.6187dup Note: The MLL3 (NM_170606) rearrangement is a duplication of MLL3 exons 36-59. One of the breakpoints is within exon 36. The functional significance is undetermined.
MLL3	0	MSKCC-DMP	P-0014486-T01-IM6	MLL3-ZNF398 fusion	yes	unknown		unknown	MLL3 (NM_170606) rearrangement: chr7:g.148881016_c.6187dup Note: The MLL3 (NM_170606) rearrangement is a duplication of MLL3 exons 36-59. One of the breakpoints is within exon 36. The functional significance is undetermined.
SERPINE2	0	MSKCC-DMP	P-0010741-T01-IM5	CUL3-SERPINE2 fusion	yes	unknown		unknown	CUL3 (NM_003590) rearrangement : c.1206+19:CUL3_chr2:g.225008101del Note: CUL3 rearrangement event results in the deletion of CUL3 exons 9-16.
CUL3	0	MSKCC-DMP	P-0010741-T01-IM5	CUL3-SERPINE2 fusion	yes	unknown		unknown	CUL3 (NM_003590) rearrangement : c.1206+19:CUL3_chr2:g.225008101del Note: CUL3 rearrangement event results in the deletion of CUL3 exons 9-16.
MGA	0	MSKCC-DMP	P-0010660-T01-IM5	MAPKBP1-MGA fusion	yes	unknown		unknown	MGA (NM_001164273) - MAPKBP1 (NM_001128608) rearrangement: c.2259:MGA_c.206+4637:MAPKBP1del Note: The MGA - MAPKBP1 rearrangement is a deletion that results in the fusion of MGA exons 1-6 with MAPKBP1 exons 4-32. One of the breakpoints is within MGA exon 6. The functional significance is undetermined.
MAPKBP1	0	MSKCC-DMP	P-0010660-T01-IM5	MAPKBP1-MGA fusion	yes	unknown		unknown	MGA (NM_001164273) - MAPKBP1 (NM_001128608) rearrangement: c.2259:MGA_c.206+4637:MAPKBP1del Note: The MGA - MAPKBP1 rearrangement is a deletion that results in the fusion of MGA exons 1-6 with MAPKBP1 exons 4-32. One of the breakpoints is within MGA exon 6. The functional significance is undetermined.
FANCA	0	MSKCC-DMP	P-0012600-T01-IM5	FANCA-intragenic	yes	unknown		unknown	FANCA (NM_000135) rearrangement: c.2014+248_c.4271dup Note: The FANCA rearrangement is an intragenic duplication of exons 23-43. One of the breakpoint is within exon 43.
CTNNB1	0	MSKCC-DMP	P-0010044-T01-IM5	CTNNB1-intragenic	yes	unknown		unknown	CTNNB1 (NM_001904) Rearrangement : c.13+78_c.271del Note: The CTNNB1 Rearrangement results in the deletion of exons 2-4 of CTNNB1. The breakpoints are within exon2 and exon4 respectively.  Its functional significance is undetermined.
ERG	0	MSKCC-DMP	P-0012046-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		out of frame	ERG (NM_004449) - TMPRSS2 (NM_001135099) rearrangement : c.40-45795:ERG_c.56-2111:TMPRSS2dup Note: The ERG-TMPRSS2 rearrangement event is a duplication which results in the fusion of ERG exons 1-3 with TMPRSS2 exons 2-14. Addition testing could be performed to confirm if this event is the canonical TMPRSS2-ERG fusion.
TMPRSS2	0	MSKCC-DMP	P-0012046-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		out of frame	ERG (NM_004449) - TMPRSS2 (NM_001135099) rearrangement : c.40-45795:ERG_c.56-2111:TMPRSS2dup Note: The ERG-TMPRSS2 rearrangement event is a duplication which results in the fusion of ERG exons 1-3 with TMPRSS2 exons 2-14. Addition testing could be performed to confirm if this event is the canonical TMPRSS2-ERG fusion.
RET	0	MSKCC-DMP	P-0013886-T01-IM5	EML4-RET fusion	yes	unknown		unknown	EML4 (NM_019063) - RET (NM_020975) rearrangement: t(2;10)(p21;q11.21)(chr2:g.42550559::chr10:g.43610067) Note: The EML4 - RET rearrangement is a translocation which results in the fusion of EML4 exons 1-19 with RET exons 11-20, including the kinase domain of RET. One of the breakpoints is within exon 11 of RET. The functional significance is undetermined.
EML4	0	MSKCC-DMP	P-0013886-T01-IM5	EML4-RET fusion	yes	unknown		unknown	EML4 (NM_019063) - RET (NM_020975) rearrangement: t(2;10)(p21;q11.21)(chr2:g.42550559::chr10:g.43610067) Note: The EML4 - RET rearrangement is a translocation which results in the fusion of EML4 exons 1-19 with RET exons 11-20, including the kinase domain of RET. One of the breakpoints is within exon 11 of RET. The functional significance is undetermined.
SDHC	0	MSKCC-DMP	P-0014201-T01-IM6	LAMC1-SDHC fusion	yes	unknown		unknown	SDHC (NM_003001) Rearrangement : c.296:SDHC_chr1:g.182949452inv Note: The SDHC Rearrangement results in the inversion of exons 4-6 of SDHC. One of the breakpoints is within exon4. Its functional significance is undetermined.
LAMC1	0	MSKCC-DMP	P-0014201-T01-IM6	LAMC1-SDHC fusion	yes	unknown		unknown	SDHC (NM_003001) Rearrangement : c.296:SDHC_chr1:g.182949452inv Note: The SDHC Rearrangement results in the inversion of exons 4-6 of SDHC. One of the breakpoints is within exon4. Its functional significance is undetermined.
ATRX	0	MSKCC-DMP	P-0014201-T01-IM6	ATRX-intragenic	yes	unknown		unknown	ATRX (NM_000489) Rearrangement : c.485-87_c.4558-4836inv Note: The ATRX Rearrangement results in the inversion of exons 7 to 15 of ATRX. Its functional significance is undetermined.
DNAJC11	0	MSKCC-DMP	P-0010429-T01-IM5	ARID1A-DNAJC11 fusion	yes	unknown		unknown	ARID1A (NM_006015) Rearrangement :  chr1:g.6744104_c.3886:ARID1Adel Note: The ARID1A (NM_006015) Rearrangement results in the deletion of exons 1-16 of ARID1A. The breakpoint is within exon16. Its functional significance is undetermined.
ARID1A	0	MSKCC-DMP	P-0010429-T01-IM5	ARID1A-DNAJC11 fusion	yes	unknown		unknown	ARID1A (NM_006015) Rearrangement :  chr1:g.6744104_c.3886:ARID1Adel Note: The ARID1A (NM_006015) Rearrangement results in the deletion of exons 1-16 of ARID1A. The breakpoint is within exon16. Its functional significance is undetermined.
EIF3H	0	MSKCC-DMP	P-0014120-T01-IM5	XRCC2-EIF3H fusion	yes	unknown		unknown	XRCC2 (NM_005431) rearrangement: t(7;8)(q36.1;q23.3)(chr7:g.152346274::chr8:g.117398324) Note: The XRCC2 rearrangement is a translocation that may result in the truncation of exon 3. One of the breakpoints is within exon 3. The functional significance is undetermined.
XRCC2	0	MSKCC-DMP	P-0014120-T01-IM5	XRCC2-EIF3H fusion	yes	unknown		unknown	XRCC2 (NM_005431) rearrangement: t(7;8)(q36.1;q23.3)(chr7:g.152346274::chr8:g.117398324) Note: The XRCC2 rearrangement is a translocation that may result in the truncation of exon 3. One of the breakpoints is within exon 3. The functional significance is undetermined.
ERG	0	MSKCC-DMP	P-0014531-T01-IM6	TMPRSS2-ERG fusion	yes	unknown		out of frame	TMPRRS2 (NM_001135099) -ERG (NM_004449) Fusion: c.56-3954:TMPRSS2_c.18+11943:ERGdel
TMPRSS2	0	MSKCC-DMP	P-0014531-T01-IM6	TMPRSS2-ERG fusion	yes	unknown		out of frame	TMPRRS2 (NM_001135099) -ERG (NM_004449) Fusion: c.56-3954:TMPRSS2_c.18+11943:ERGdel
CDK12	0	MSKCC-DMP	P-0010822-T01-IM5	CDK12-intragenic	yes	unknown		unknown	CDK12 (NM_016507) Rearrangement :  c.2911_c.2963+1045dup Note: The CDK12 Rearrangement results in the duplication of exon 10. One of the breakpoints is within exon10. Its functional significance is undetermined.
CDK12	0	MSKCC-DMP	P-0012777-T01-IM5	SMARCE1-CDK12 fusion	yes	unknown		unknown	CDK12 (NM_016507) rearrangement: c.741:CDK12_chr17:g.38747170inv Note: The CDK12 rearrangement is an inversion of exons 1-14. One of the breakpoints is within exon 1.
SMARCE1	0	MSKCC-DMP	P-0012777-T01-IM5	SMARCE1-CDK12 fusion	yes	unknown		unknown	CDK12 (NM_016507) rearrangement: c.741:CDK12_chr17:g.38747170inv Note: The CDK12 rearrangement is an inversion of exons 1-14. One of the breakpoints is within exon 1.
SMAD3	0	MSKCC-DMP	P-0005436-T02-IM5	KLF4-SMAD3 fusion	yes	unknown		unknown	SMAD3 (NM_005902) Rearrangement :  t(9;15)(q31.3;q23)(chr9:g.110787568::chr15:g.67459189) Note: The SMAD3 Rearrangement results in the possible truncation of exons 4-9 of SMAD3. One of the breakpoints is within exon4. Its functional significance is undetermined.
KLF4	0	MSKCC-DMP	P-0005436-T02-IM5	KLF4-SMAD3 fusion	yes	unknown		unknown	SMAD3 (NM_005902) Rearrangement :  t(9;15)(q31.3;q23)(chr9:g.110787568::chr15:g.67459189) Note: The SMAD3 Rearrangement results in the possible truncation of exons 4-9 of SMAD3. One of the breakpoints is within exon4. Its functional significance is undetermined.
ERG	0	MSKCC-DMP	P-0009786-T02-IM5	TMPRSS2-ERG fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion (TMPRSS2 exons 1-2 fused with ERG exons 4-11) : c.126+493:TMPRSS2_c.40-60552:ERG
TMPRSS2	0	MSKCC-DMP	P-0009786-T02-IM5	TMPRSS2-ERG fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion (TMPRSS2 exons 1-2 fused with ERG exons 4-11) : c.126+493:TMPRSS2_c.40-60552:ERG
TMPRSS2	0	MSKCC-DMP	P-0014701-T01-IM6	ARNT2-TMPRSS2 fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) Rearrangement: t(15,21)(q25.1,q22.3)(chr15:g.15:80623299::chr21:g.42843748) Note: The TMPRSS2 Rearrangement is a translocation event which results in the possible truncation of exons 10-14 of TMPRSS2. One of the breakpoints is within exon 10.  Its functional significance is undetermined. While this is not the canonical TMPRSS2-ERG fusion , the possibility of similar events not detected by IMPACT cannot be ruled out.
ARNT2	0	MSKCC-DMP	P-0014701-T01-IM6	ARNT2-TMPRSS2 fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) Rearrangement: t(15,21)(q25.1,q22.3)(chr15:g.15:80623299::chr21:g.42843748) Note: The TMPRSS2 Rearrangement is a translocation event which results in the possible truncation of exons 10-14 of TMPRSS2. One of the breakpoints is within exon 10.  Its functional significance is undetermined. While this is not the canonical TMPRSS2-ERG fusion , the possibility of similar events not detected by IMPACT cannot be ruled out.
CLDN14	0	MSKCC-DMP	P-0014701-T01-IM6	ERG-CLDN14 fusion	yes	unknown		unknown	ERG (NM_182918) Rearrangement : chr21:g.37828386_c.-109:ERGinv Note: The ERG Rearrangement results in the inversion of exons 1-10. While this is not the canonical TMPRSS2-ERG fusion , the possibility of similar events not detected by IMPACT cannot be ruled out.
ERG	0	MSKCC-DMP	P-0014701-T01-IM6	ERG-CLDN14 fusion	yes	unknown		unknown	ERG (NM_182918) Rearrangement : chr21:g.37828386_c.-109:ERGinv Note: The ERG Rearrangement results in the inversion of exons 1-10. While this is not the canonical TMPRSS2-ERG fusion , the possibility of similar events not detected by IMPACT cannot be ruled out.
ERG	0	MSKCC-DMP	P-0004297-T02-IM5	TMPRSS2-ERG fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) - ERG (NM_182918) fusion (TMPRSS2 exons 1-2 fused in frame with ERG exons 4-10): c.126+619:TMPRSS2_c.-867:ERGdel
